62	CD1ERR2877	CD182877 -ERROR ENTRY, CANCELLED BYCRISSY DELDUCA ON 2005/02/23
62	CD1ERR2879	CD182879 -ERROR ENTRY, CANCELLED BYCRISSY DELDUCA ON 2005/02/23
62	CD200884  	SECURITY INTEREST
62	CD202048  	CD193486
62	CD203015  	CD32163
62	CD204166  	a
62	CD209101  	PAVING
62	CD209136  	SEE DOCUMENT RE: LIFE INTEREST CONDITIONS ADDED 96.09.30 BY V. MCARTHUR DLR
62	CD209894  	AN34395 & HL206418, SUPPLEMENTAL INDENTURE
62	CD212447  	AB83637
62	CD213998  	a
62	CD218544  	LODGEMENT CD154062
62	CD220968  	a
62	CD221605  	SKETCH ATTACHED
62	CD225098  	a
62	CD226980  	PLAN ATTACHED
62	CD228825  	DISCHARGED BY VM236978/ DELETED 98/10/20 MN
62	CD232999  	ENCROACHMENT
62	CD233298  	a
62	CD234399  	CREATING A LIEN
62	CD237391  	RENTS
62	CD237581  	LIEN, HOME RENEWAL PROGRAMME
62	CD238512  	CD215809
62	CD239362  	CD230862
62	CD240370  	CD2136
62	CD242138  	a
62	CD244405  	RENTS, CD244404 CHG CD244404 DIS BY CD362235; DELETED 98/03/23
62	CD245313  	CD80968
62	CD248386  	DELETED FROM PIN 17346-0105 ON 2005-04-19 BY C.D.
62	CD252035  	a
62	CD253375  	AB219358
62	CD255813  	RENTS,CD57691
62	CD263646  	& EXTENDING CD104638
62	CD264785  	CD87786
62	CD266593  	CD133820
62	CD27211   	AB15635 DELETED 97/10/06
62	CD274171  	RENTS
62	CD27557   	SKETCH ATTACHED
62	CD28248   	PLAN ATTACHED
62	CD282928  	AB321275
62	CD283434  	SKETCH ATTACHED;ENCROACHMENT
62	CD293281  	RENTS
62	CD29678   	AB388809
62	CD302726  	CD135469
62	CD304605  	CD234425
62	CD306914  	CHANGE OF ADDRESS
62	CD310731  	ENCROACHMENT
62	CD316026  	CD198084
62	CD316499  	ENCROACHMENT
62	CD32178   	EASEMENT AB277600 AB211888
62	CD322245  	RENTS
62	CD323027  	CREATING LIEN
62	CD323572  	CD84827
62	CD323939  	CD155931
62	CD325433  	CD241282, CD325432
62	CD325473  	CD120389
62	CD325605  	HL310228
62	CD326904  	CD325412
62	CD326957  	CD227025
62	CD327220  	RE: DEVELOPMENT
62	CD328783  	SKETCH ATTACHED
62	CD331120  	BV21034
62	CD333560  	AB173831
62	CD338169  	CD314060
62	CD338812  	RENTS
62	CD338822  	RENTS, CD338821
62	CD339523  	CD337085
62	CD340058  	RENTS, CD340057 - DISCHARGED BY CD397600 (DELETED 2003/12/18 A.VANDUYN-ADLR)
62	CD340139  	OPTION AGREEMENT
62	CD341356  	CD227351
62	CD342867  	ENCROACHMENT
62	CD347656  	RENTS, CD269631, CD269632 DELETED BY I. FIAMELLI, ADLR, 00/05/04
62	CD347716  	CD347714
62	CD348333  	RENTS
62	CD349625  	CD225714
62	CD352917  	RENTALS
62	CD355834  	CD342319
62	CD35881   	AB197105
62	CD359624  	AB385422
62	CD361308  	CD305299
62	CD362197  	RENTS, CD362195
62	CD382828  	ENCROACHMENT
62	CD383265  	CD303398
62	CD385703  	DIS BY VM209605(97/03/20)
62	CD386467  	CD386466
62	CD387562  	LODGEMENT CD80796
62	CD390584  	CD354843
62	CD395479  	AB371858
62	CD39939   	NOTICE; HOUSING DEVELOPMENT ACT
62	CD400180  	RENTS CD270229
62	CD401133  	AB365469
62	CD401677  	CD291633
62	CD402700  	HAM180859
62	CD404554  	PARKING, SKETCH ATTACHED
62	CD410076  	PAVING
62	CD410381  	ENCROACHMENT
62	CD413272  	CONDITIONAL SALE
62	CD414629  	RENTS, CD339062
62	CD414901  	SITE PLAN
62	CD417816  	RENTS; CD362965
62	CD420759  	DELETED 2005/11/29 A.VANDUYN-ADLR
62	CD420784  	CD4192
62	CD422477  	CD162852
62	CD423463  	CD218251
62	CD424649  	CD418552
62	CD425840  	RENTS, 425839
62	CD426558  	RENTS, CD426557
62	CD427651  	a
62	CD427857  	CD387890
62	CD428536  	CD302672
62	CD4305    	LODGEMENT TITLE DOCUMENTS
62	CD430991  	CD313475
62	CD432602  	APPEAL OF DECISION OF LAND DIVISION COMMITTEE
62	CD433028  	CD178122 VALID DISCHARGE DELETED 2006/10/06 CB
62	CD433179  	CD391647, CD420756
62	CD436636  	CD349686
62	CD438722  	RENTS, CD438721
62	CD441109  	CD441108
62	CD441723  	CD386687
62	CD442054  	CD384280
62	CD443367  	CD401455
62	CD449581  	AN25136
62	CD455332  	ENCROACHMENT
62	CD457801  	CD334883
62	CD458871  	RENTS, CD458870
62	CD459083  	RENTS, CD459082
62	CD459411  	SITE PLAN
62	CD460196  	PRODUCT SUPPLY
62	CD461142  	RENTS, CD461141
62	CD461276  	CD444294
62	CD462841  	CD187099
62	CD466219  	CD356957
62	CD469124  	RENTS, CD469123
62	CD470958  	CD248972
62	CD471416  	RENTS, CD471415
62	CD471424  	CHANGE OF ADDRESS - SEE WE336378 - DELETED ON 2005/09/21 A.VANDUYN-ADLR
62	CD471714  	DISCHARGED BY CD515855
62	CD472760  	SITE PLAN
62	CD473028  	RENTS, CD473027
62	CD475676  	SURRENDERED & DELETED UNDER LT584762; 2000/02/11 MN
62	CD475797  	RENTS VM111050
62	CD476200  	RENTS CD476199
62	CD476673  	MULTI
62	CD480346  	CD239343
62	CD48273   	CD40335
62	CD485241  	RENTS, CD485240
62	CD488517  	RENTS, CD488516
62	CD490090  	RENTS CD490089
62	CD490336  	CD451789 DELETED JULY 17,2001, H. MACMILLAN
62	CD491678  	DELETED FROM PIN 17032-0200 ON 2004-12-07 BY C.D.
62	CD49182   	CD30969
62	CD491859  	CD262497
62	CD493169  	CD487771, CD479949, CD490048
62	CD493688  	CD384394 DELETED BY VM222456
62	CD494367  	CD494366
62	CD496793  	CD496792
62	CD497008  	CD493027
62	CD497084  	CD385456
62	CD502481  	'
62	CD503185  	CD427201
62	CD503506  	CD500425
62	CD506207  	CD499838
62	CD51037   	PLAN ATTACHED
62	CD512914  	CD374000, CD512913
62	CD515144  	CD447584
62	CD515327  	LEASE, CD123749
62	CD515939  	CD515938
62	CD516613  	DELETED 2003/11/04 A.VANDUYN-ADLR
62	CD52822   	ENCROACHMENT
62	CD54772   	SKETCH ATTACHED. PAVING
62	CD57009   	SUCCESSION DUTY ACT
62	CD58477   	PLAN ATTACHED
62	CD61353   	CD61351
62	CD65159   	AB395165
62	CD66147   	CD66142
62	CD7008    	PLAN ATTACHED
62	CD77660   	PLAN ATTACHED
62	CD78180   	CD9988
62	CD78313   	PARTIAL, HL267957
62	CD8872    	PLAN ATTACHED
62	CD93983   	EXTENDING AB297696
62	CD95657   	AB301419
62	CM1176    	AIRPORT REGULATIONS
62	CM1641    	PLAN P-2113-266
62	CM1686    	P-2113-291 01/07/18, I. FIAMELLI ADLR
62	CM2025    	ASSUMPTION
62	CM2071    	ASSUMPTION PLAN
62	EF13005   	PLAN ATTACHED
62	EF15230   	PLAN ATTACHED
62	EF28853   	OPTION FOR RIGHT OF WAY
62	EF28862   	OPTION FOR RIGHT OF WAY
62	EF29041   	OPTION FOR RIGHT OF WAY
62	EF29402   	OPTION FOR ROW
62	EF8882    	SKETCH ATTACHED
62	GL4715    	PLAN ATTACHED
62	GL8821    	PLAN ATTACHED
62	HA224329  	PLAN ATTACHED
62	HA282636  	PLAN ATTACHED
62	HA28960   	HA28960 #2
62	HA3039    	FIVE SHILLINGS
62	HA312008  	PLAN ATTACHED
62	HA325079  	SKETCH ATTACHED
62	HA330223  	PLAN ATTACHED
62	HL103129  	CONDITIONAL SALE
62	HL112928  	ASSIGNMENT AGREEMENT FOR SALE
62	HL113687  	HL113686
62	HL115818  	PLAN ATTACHED
62	HL116194  	PLAN ATTACHED
62	HL118925  	PLAN ATTACHED
62	HL119726  	SKETCH ATTACHED
62	HL122545  	HL121626
62	HL123611  	LIFTING RESTRAINING ORDER, HL77586
62	HL127473  	MGE HL104472
62	HL131786  	PLAN ATTACHED
62	HL133212  	HL106151
62	HL134728  	PLAN ATTACHED
62	HL135873  	PLAN ATTACHED
62	HL141730  	ENFORCEMENT OF LIEN
62	HL143534  	PLANNING ACT CONSENT
62	HL160568  	PLAN ATTACHED
62	HL161902  	CONDITIONAL SALE
62	HL169062  	CONDITIONAL SALE
62	HL169974  	PLAN ATTACHED
62	HL171440  	a
62	HL176791  	PLAN ATTACHED
62	HL181176  	PLAN ATTACHED
62	HL184145  	PLAN ATTACHED
62	HL184490  	PLAN ATTACHED
62	HL184491  	PLAN ATTACHED
62	HL189496  	HL111477
62	HL19135   	PLAN ATTACHED
62	HL192024  	PLAN ATTACHED
62	HL195906  	MULTI
62	HL196273  	CONDITIONAL SALE
62	HL197977  	PLAN ATTACHED
62	HL202292  	PLAN ATTACHED
62	HL202788  	PLAN ATTACHED
62	HL222125  	HL121626
62	HL225119  	SA59363
62	HL226174  	PLAN ATTACHED
62	HL228771  	PLAN ATTACHED
62	HL229832  	PLAN ATTACHED
62	HL231845  	PLAN ATTACHED
62	HL234216  	HL221525
62	HL238113  	PLAN ATTACHED
62	HL238182  	PLAN ATTACHED
62	HL241064  	SKETCH
62	HL241637  	SKETCH
62	HL243992  	HL228252
62	HL246468  	ASSIGNMENT
62	HL247273  	CONDITIONAL SALE
62	HL248967  	PLAN ATTACHED
62	HL250168  	PLAN ATTACHED
62	HL250563  	PLAN ATTACHED
62	HL251301  	PLAN ATTACHED
62	HL253464  	PAVING
62	HL25402   	22990
62	HL256122  	DELETED BY LT494603
62	HL26029   	PLAN ATTACHED
62	HL260675  	PLAN ATTACHED
62	HL261394  	PLAN ATTACHED
62	HL266650  	HL107100
62	HL267223  	HL237146
62	HL271663  	HL110337
62	HL275144  	PLAN ATTACHED
62	HL275853  	CONDITIONAL SALE
62	HL277727  	PLAN ATTACHED
62	HL277900  	SKETCH ATT'D
62	HL279832  	CREATING LIEN
62	HL281595  	PLAN ATTACHED
62	HL282266  	SEE AB4524
62	HL282325  	ENTERED 97/09/04 E. CANNON
62	HL284681  	PLAN ATTACHED
62	HL286283  	HL265418
62	HL290783  	PLAN ATTACHED
62	HL293171  	PLAN ATTACHED
62	HL295215  	ABANDONMENT
62	HL295245  	PLAN ATTACHED
62	HL301561  	SKETCH ATT'D
62	HL30161   	RIGHT OF WAY
62	HL311835  	MULTIPLE EASE
62	HL319790  	HL254628
62	HL333860  	PLAN ATTACHED
62	HL36008   	PLAN ATTACHED
62	HL39395   	NS273777
62	HL39429   	PARTY WALLS
62	HL53859   	MULTI
62	HL56885Z  	DELETED 02/12/27 D.SARKANY ADLR
62	HL69449   	AGREEMENT PURCHASE AND SALE
62	HL70533   	RIGHT OF WAY
62	HL73189   	CONDITIONAL SALE DELETED 96.10.04 V. MCARTHUR DLR - SEE DEPOSIT VM69595
62	HL76929   	PLAN ATTACHED
62	HL77231   	AGREEMENT FOR SALE
62	HL80949   	AGT OF SALE NS296641
62	HL88198   	AGREEMENT FOR SALE
62	HL8967    	RIGHT OF WAY
62	HL90914   	HL63883
62	HL92113   	PLAN ATTACHED
62	LT101043  	LT89222
62	LT105895  	VENDORS' LIEN
62	LT106540  	COMPLIANCE
62	LT107449  	PARTIAL RELEASE OF EASEMENT LT 84197
62	LT108011  	NO. 3
62	LT111675  	LT111527; VENDORS LIEN
62	LT114386  	NO.6
62	LT116170  	LT38105
62	LT118292  	a
62	LT119876  	LT37556
62	LT120649  	LT120279
62	LT124576  	VEHICLE APPROACH RAMP
62	LT127607  	DELETED NOV. 28/95 RE:LT95900
62	LT13507   	AMENDED UNDER LT25046
62	LT137605  	LT134657
62	LT140725  	LT124532
62	LT141890  	AMENDED UNDER LT311006
62	LT152084  	BY-LAW 84-222
62	LT156205  	BY-LAW 85-49
62	LT158105  	AMENDING LT7592
62	LT161028  	PARTIAL RELEASE AND ABANDONMENT OF EASEMENT IN LT143227 AS TO PART 6, 62R7135 ONLY.
62	LT162729  	AMENDED BY LT305961
62	LT165250  	NO.4
62	LT168837  	AMENDED BY LT270290
62	LT169749  	AMENDED UNDER LT342015
62	LT173962  	LT81968
62	LT173998  	EXTENDING LT102853
62	LT176440  	LODGEMENT OF TITLE DOCUMENTS
62	LT177092  	AMENDED UNDER LT251520
62	LT179412  	AMENDED UNDER LT272639
62	LT180595  	LT45811, LT175823
62	LT183833  	NO DEALING BY REGISTERED OWNER WITHOUT CONSENT OF CAUTIONER
62	LT184545  	CONSENT OF THE LAND DIVISION COMMITTEE
62	LT191806  	AMENDED UNDER LT339622
62	LT191992  	LT71944, LT188165
62	LT193875  	RENTS, LT193874
62	LT196555  	MULTI
62	LT201084  	AMENDED BY LT211422
62	LT201874  	CHANGE OF ADDRESS FOR SERVICE, LT193118
62	LT202034  	LT47317
62	LT202720  	LT188178
62	LT203258  	LT124609
62	LT207587  	SITE PLAN
62	LT2076    	CERTIFICATE OF CHARGE LT2111
62	LT207691  	LT187718
62	LT209346  	PLA CONSENT
62	LT210812  	LT53692, LT201380
62	LT211816  	LODGEMENT OF TITLE DOCUMENT
62	LT221134  	LT134212, LT218432, LT221132
62	LT221195  	CHARGE LT196879
62	LT221572  	LT210633
62	LT223674  	LT200136
62	LT226122  	AMENDED UNDER LT327825
62	LT226431  	LT43528
62	LT227620  	AMENDED UNDER LT305798
62	LT230723  	CONSENT LAND DIVISION COMMITTEE
62	LT232636  	LT136625
62	LT23319   	NO. 3
62	LT233751  	ENTERED 96/11/04 E. CANNON
62	LT234767  	LT204292
62	LT235065  	AMENDED UNDER LT281859
62	LT23557   	AMENDED BY LT27746
62	LT235632  	NO. 4
62	LT240283  	AMENDED BY LT255301
62	LT241677  	LT217566
62	LT2532    	AMENDED BY: LT4541
62	LT253846  	AMENDED UNDER LT280789
62	LT254778  	AMENDED UNDER LT313912
62	LT259553  	LT259552
62	LT259798  	LT160028
62	LT262057  	LT262057 -ERROR ENTRY, CORRECT REGISTRATION NUMBER IS AB262057 AS TO 17339-0011
62	LT263653  	LT229953
62	LT265301  	LT265300
62	LT266752  	LT260669
62	LT266870  	NO. 3
62	LT267777  	LT232602
62	LT269600  	LT278787
62	LT269673  	LT269672
62	LT272983  	DELETED 2004-09-28 BY C.D.
62	LT273294  	LT271084
62	LT273809  	DELETED PER WE12992 ON 2005-07-06 C.D.
62	LT274386  	LT00165939 LT93887
62	LT275330  	LT183051
62	LT275433  	LT244659 TO LT269375
62	LT277482  	AMENDED UNDER LT322821
62	LT279012  	LT279011
62	LT279948  	NO. 1
62	LT281237  	AMENDED UNDER LT307998
62	LT281314  	NO. 4
62	LT281364  	LT281362
62	LT281689  	AMENDED UNDER LT367058
62	LT284281  	LT267258, LT279645
62	LT284285  	LT267258, LT279653
62	LT284300  	LT267258, LT279759
62	LT286375  	LT262510
62	LT287553  	LT287552
62	LT288486  	RENTS, LT255367
62	LT288538  	(97.12.01 M.HUNTER ADLR)
62	LT289052  	LT247695
62	LT289421  	LT288651
62	LT290869  	LT232702
62	LT291496  	LT291495
62	LT292442  	LT292441
62	LT293727  	LT286618
62	LT293813  	RE: CHARGE LT 284189
62	LT293994  	LT245453, LT290979
62	LT294513  	LT284244
62	LT297075  	LT281088
62	LT29769   	NO. 1
62	LT297702  	LT259041
62	LT300740  	a
62	LT301189  	a
62	LT301481  	SUBDIVISION AGREEMENT
62	LT301618  	CONSENT LAND DIVISION COMMITTEE
62	LT301720  	DELETED FROM 2005-08-05 FROM 16952-0069 C.D.
62	LT302494  	LT271758, LT302493
62	LT303122  	ASSIGNMENT OF RENTS, LT303121
62	LT304758  	REGIONAL DEVELOPMENT CHARGES BYLAW NO. R90-082
62	LT305915  	LT164803
62	LT307146  	BLK 140 ,141, LTS 1-139
62	LT307560  	LT307532
62	LT308669  	LT282584
62	LT309755  	LT231686
62	LT310657  	LT258860
62	LT311624  	LT252768
62	LT312001  	LT221290
62	LT312057  	LT185404
62	LT312891  	REGIONAL DEVELOPMENT CHARGES, R90-082
62	LT313467  	LT298854
62	LT314187  	LT177371
62	LT314202  	LT228058
62	LT314808  	SECURITY INTEREST
62	LT315527  	ASSIGNMENT OF ASSIGNMENT OF RENTS, LT196596 & LT196597
62	LT316374  	LT86675
62	LT316802  	LT294421
62	LT317393  	LT299224
62	LT317416  	LT267240
62	LT317912  	NO. 1
62	LT317931  	a
62	LT318033  	AMENDED UNDER LT348925
62	LT319017  	LT292441
62	LT319958  	LT283166, LT319339
62	LT320227  	SITE PLAN
62	LT320442  	LT292245
62	LT320444  	LT292246
62	LT320462  	LT292423
62	LT321150  	LT306370, LT321148
62	LT321561  	LT185129
62	LT321773  	LT137785
62	LT321789  	LT221238
62	LT323453  	LT252214
62	LT323561  	a
62	LT325334  	a
62	LT325438  	a LT271238
62	LT325921  	LT201459
62	LT326316  	LT143730
62	LT326865  	LT173325
62	LT327375  	REGIONAL DEVELOPMENT CHARGES R90-082
62	LT327606  	LT323769
62	LT327894  	LT278274 DELETED LT327894 MAY 5/00 BY YVON PAQUETTE, ADLR
62	LT328579  	RE:OPTION TO REPURCHASE
62	LT329201  	LT29697, LT329200
62	LT330124  	LT317117, LT330123
62	LT330343  	SECURITY INT
62	LT330497  	LT262424
62	LT331540  	LT273462; LT329746
62	LT332011  	UNDER POWER OF SALE IN CHARGE LT260443
62	LT332244  	AMENDS LT156575
